item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,SupplyCount,Note,UpdateStatus
336066990502,DJ Moore 2021 Donruss Optic Holo #157 Carolina Panthers,1.5,3.75,1.5,1.5,15,Browse BIN | ActiveCache | Active median P1,
336066990517,Myles Garrett 2023 Panini Chronicles Draft Picks XR #22 Texas A&M Aggies,1.9,4.49,1.9,1.9,13,Browse BIN | ActiveCache | Active median P1,
336066990518,Jamaal Williams 2022 Donruss Optic #65 Detroit Lions,1.79,4.28,1.79,1.79,14,Browse BIN | ActiveCache | Active median P1,
336066990519,Derek Jeter 1997 Pinnacle Inside #87 New York Yankees Legend HOF,2.37,3.385,2.35,2.35,1,Browse BIN | ActiveCache | Active median P1,
336066990520,Skyy Moore 2022 Donruss The Elite Series Rookies #ESR-22 Kansas City Chiefs,1.6,4.0,1.75,1.75,12,Browse BIN | ActiveCache | Active median P1,
336066990521,Cooper Kupp 2023 Donruss Dominators #D-19 Los Angeles Rams,1.75,3.78,1.74,1.75,13,Browse BIN | ActiveCache | Active median P1,
336066990522,Zay Jones 2019 Panini Contenders #5 Buffalo Bills,1.65,3.49,1.5,1.5,13,Browse BIN | ActiveCache | Active median P1,
336066990523,Corey Davis 2022 Zenith Red Zone #13 New York Jets,1.5,3.09,1.6,1.6,12,Browse BIN | ActiveCache | Active median P1,
336066990524,Micah Parsons 2022 Zenith Red Zone #15 Dallas Cowboys,1.75,6.69,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
336066990525,Derek Jeter 2000 Topps Chrome #15 New York Yankees Legend HOF,5.55,5.495,5.54,5.55,1,Browse BIN | ActiveCache | Active median P1,
336066990526,Adam Vinatieri 2023 Panini Prestige Living Legends #LL-1 Indianapolis Colts,1.65,2.14,1.64,1.65,13,Browse BIN | ActiveCache | Active median P1,
336066990527,Justin Fields 2022 Donruss Optic #33 Chicago Bears,1.75,13.735,1.74,1.75,13,Browse BIN | ActiveCache | Active median P1,
336066990528,Antonio Gibson 2020 Panini Chronicles Clearly Donruss Rated Rookie #RR-AG,1.69,4.5,1.69,1.69,12,Browse BIN | ActiveCache | Active median P1,
336066990529,Derek Jeter 1998 Pinnacle Inside #133 New York Yankees  Legend HOF,2.59,2.25,2.35,2.35,1,Browse BIN | ActiveCache | Active median P1,
336066990530,Amon-Ra St. Brown 2022 Panini Certified #35 Detroit Lions,1.6,4.45,1.5,1.5,14,Browse BIN | ActiveCache | Active median P1,
336066990532,Zay Jones 2019 Panini Playoff #14 Buffalo Bills,1.7,3.24,1.7,1.7,7,Browse BIN | ActiveCache | Active median P1,
236201120261,Barry Sanders 1996 Ultra #52 Detroit Lions,1.59,2.04,1.5,1.5,15,Browse BIN | ActiveCache | Active median P1,
236201120262,Barry Sanders 1993 SkyBox Premium Costacos Brothers #CB6 Detroit Lions,2.1,2.98,1.99,1.99,15,Browse BIN | ActiveCache | Active median P1,
236201120263,Barry Sanders Minnesota - Detroit 1996 Fleer #181 Detroit Lions,2.0,3.185,2.0,2.0,11,Browse BIN | ActiveCache | Active median P1,
236201120264,Barry Sanders 1995 SkyBox Premium Paydirt #PD23 Detroit Lions,4.89,6.24,4.87,4.89,15,Browse BIN | ActiveCache | Active median P1,
236201120265,Barry Sanders 1995 SkyBox Impact Impact Power #IP26 Detroit Lions,1.9,5.34,1.79,1.79,14,Browse BIN | ActiveCache | Active median P1,
236201120266,Barry Sanders 1995 Fleer Gridiron Leaders #5 Detroit Lions,1.89,4.99,1.87,1.89,13,Browse BIN | ActiveCache | Active median P1,
236201120267,Barry Sanders 1998 SkyBox Premium #145 NM-MT OR BETTER Detroit Lions,2.05,2.995,2.04,2.05,4,Browse BIN | ActiveCache | Active median P1,
236201120268,Barry Sanders 1996 SkyBox Premium #59 Detroit Lions,1.6,1.99,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
236201120269,Barry Sanders 1993 SkyBox Premium #39 Detroit Lions,1.7,1.945,1.7,1.7,12,Browse BIN | ActiveCache | Active median P1,
236201120270,Barry Sanders 1995 SkyBox Premium #146 Detroit Lions,1.75,2.49,1.75,1.75,13,Browse BIN | ActiveCache | Active median P1,
236201120271,Barry Sanders / Marshall Faulk 1995 SkyBox Premium Mirror Image #150 NM-MT+,2.8,3.525,2.8,2.8,4,Browse BIN | ActiveCache | Active median P1,
236201120273,Barry Sanders 1999 Ultra #150 NM-MT OR BETTER Detroit Lions,2.49,3.835,2.49,2.49,3,Browse BIN | ActiveCache | Active median P1,
236201120274,Barry Sanders 1993 Ultra Touchdown Kings #7 Detroit Lions,4.5,4.51,4.51,4.5,5,Browse BIN | ActiveCache | Active median P1,
236201120276,Barry Sanders 1990 Fleer All-Pro #4 NM-MT OR BETTER Detroit Lions,1.99,3.75,1.99,1.99,4,Browse BIN | ActiveCache | Active median P1,
236201120277,Barry Sanders 1995 Ultra Ultra Achievements Gold Medallion #6 Detroit Lions,3.65,5.245,3.63,3.65,9,Browse BIN | ActiveCache | Active median P1,
336067131730,Barry Sanders 1994 Fleer Fleer All-Pros #11 Detroit Lions,1.89,2.5,1.89,1.89,15,Browse BIN | ActiveCache | Active median P1,
336067131732,Barry Sanders 1992 Ultra Award Winners #8 NM-MT OR BETTER Detroit Lions,4.2,3.0,4.2,4.2,7,Browse BIN | ActiveCache | Active median P1,
336067131733,Barry Sanders 1994 Fleer Shell FACT #97 NM-MT OR BETTER Detroit Lions,1.75,1.79,1.75,1.75,13,Browse BIN | ActiveCache | Active median P1,
336067131735,Barry Sanders 1995 Fleer Flair Preview #10 NM-MT OR BETTER Detroit Lions,2.99,3.11,2.97,2.99,5,Browse BIN | ActiveCache | Active median P1,
336067131736,Barry Sanders 1994 Fleer #160 NM-MT OR BETTER Detroit Lions,2.15,2.43,2.15,2.15,4,Browse BIN | ActiveCache | Active median P1,
336067131737,Barry Sanders 1994 Ultra Flair Hot Numbers #11 NM-MT OR BETTER Detroit Lions,4.29,3.99,4.5,4.5,3,Browse BIN | ActiveCache | Active median P1,
336067131738,Barry Sanders 1994 SkyBox Premium #53 NM-MT OR BETTER Detroit Lions,2.7,2.745,2.89,2.89,2,Browse BIN | ActiveCache | Active median P1,
336067131739,Barry Sanders 1998 Flair Showcase Row 3 #20 NM-MT OR BETTER Detroit Lions,3.55,4.75,3.8,3.8,3,Browse BIN | ActiveCache | Active median P1,
336067131740,Barry Sanders 1991 Ultra Ultra All Stars #1 NM-MT OR BETTER Detroit Lions,2.99,5.28,2.98,2.99,8,Browse BIN | ActiveCache | Active median P1,
336067131741,Barry Sanders 1994 SkyBox Premium SkyTech Stars #ST-27 Detroit Lions,2.29,2.75,2.28,2.29,15,Browse BIN | ActiveCache | Active median P1,
336067131742,Barry Sanders 1995 Ultra Ultra Achievements #6 Detroit Lions,2.0,4.75,2.0,2.0,14,Browse BIN | ActiveCache | Active median P1,
336067131743,Barry Sanders 1994 Ultra Ultra Achievement Awards #6 Detroit Lions,1.6,3.49,1.59,1.59,14,Browse BIN | ActiveCache | Active median P1,
336067131744,Barry Sanders 1995 Ultra Extra Stars #489 Detroit Lions,1.99,3.29,1.98,1.99,15,Browse BIN | ActiveCache | Active median P1,
336067131745,Barry Sanders 1995 SkyBox Impact #49 NM-MT OR BETTER Detroit Lions,2.49,3.065,2.48,2.49,5,Browse BIN | ActiveCache | Active median P1,
336067131746,Barry Sanders 1997 Fleer Goudey #102 Detroit Lions,1.95,2.7350000000000003,1.95,1.95,15,Browse BIN | ActiveCache | Active median P1,
336067131747,Barry Sanders 1995 Ultra Award Winners #4 Detroit Lions,1.75,3.75,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
336067131748,Barry Sanders 1994 Ultra #101 NM-MT OR BETTER Detroit Lions,2.75,3.22,2.73,2.75,2,Browse BIN | ActiveCache | Active median P1,
336067131749,Barry Sanders 1993 SkyBox Impact #101 Detroit Lions,1.6,2.44,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
336067131750,Barry Sanders 1996 Fleer Metal #41 Detroit Lions,1.95,4.99,1.95,1.95,13,Browse BIN | ActiveCache | Active median P1,
336067131751,Barry Sanders 1991 Fleer All-Pro '91 #9 Detroit Lions,1.89,2.0,1.99,1.99,14,Browse BIN | ActiveCache | Active median P1,
336067131753,Barry Sanders 1993 SkyBox Impact Kelly's Heroes / Magic's Kingdom #KEL-MAG4,2.0,2.05,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336067131754,Barry Sanders 1994 Fleer Scoring Machines #15 Detroit Lions,4.91,4.24,2.5,2.5,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336067131755,Barry Sanders 1997 Ultra #45 NM-MT OR BETTER Detroit Lions,2.6,8.75,2.7,2.7,1,Browse BIN | ActiveCache | Active median P1,
336067131756,Barry Sanders 1995 Fleer #129 Detroit Lions,1.5,2.52,1.59,1.59,14,Browse BIN | ActiveCache | Active median P1,
236204171425,Barry Sanders 1997 Collector's Choice #67 NM-MT OR BETTER Detroit Lions,2.0,3.62,1.995,1.99,2,Browse BIN | ActiveCache | Active median P1,
236204171426,Barry Sanders 1997 Upper Deck #191 Detroit Lions,1.5,2.74,1.59,1.59,15,Browse BIN | ActiveCache | Active median P1,
236204171427,Barry Sanders 1994 SP #158 NM-MT OR BETTER Detroit Lions,1.99,2.495,4.675,2.39,2,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236204171428,Lions Checklist 1993 Upper Deck #80 NM-MT OR BETTER Detroit Lions,1.75,1.79,1.84,1.85,6,Browse BIN | ActiveCache | Active median P1,
236204171429,Barry Sanders 1998 SP Authentic #69 Detroit Lions,1.95,4.125,1.95,1.95,14,Browse BIN | ActiveCache | Active median P1,
236204171430,Barry Sanders 1994 Collector's Choice Silver #86 NM-MT OR BETTER Detroit Lions,3.95,3.74,3.955,3.95,2,Browse BIN | ActiveCache | Active median P1,
236204171431,Barry Sanders 1995 SP Championship #105 Detroit Lions,1.85,2.25,1.79,1.79,14,Browse BIN | ActiveCache | Active median P1,
236204171433,Barry Sanders 1999 Upper Deck Century Legends #12 Detroit Lions,1.65,4.74,1.79,1.79,14,Browse BIN | ActiveCache | Active median P1,
236204171434,Barry Sanders 1992 Upper Deck Season Leaders #306 NM-MT OR BETTER Detroit Lions,2.3,2.99,2.3,2.3,1,Browse BIN | ActiveCache | Active median P1,
236204171435,Barry Sanders 1991 Upper Deck Promos #500 Detroit Lions,4.25,5.065,4.25,4.25,10,Browse BIN | ActiveCache | Active median P1,
236204171436,Barry Sanders 1993 Upper Deck Future Heroes #43 NM-MT OR BETTER Detroit Lions,5.35,3.78,5.35,5.35,5,Browse BIN | ActiveCache | Active median P1,
236204171437,Thurman Thomas / Barry Sanders 1992 Upper Deck Pro Bowl #PB5,2.85,6.75,2.84,2.85,12,Browse BIN | ActiveCache | Active median P1,
236204171439,Barry Sanders 1998 UD Choice StarQuest Blue #20 Detroit Lions,1.69,2.99,1.68,1.69,14,Browse BIN | ActiveCache | Active median P1,
236204171442,Barry Sanders 1996 Upper Deck #130 Detroit Lions,1.75,3.22,1.69,1.69,14,Browse BIN | ActiveCache | Active median P1,
236204171444,"Barry ""Quick"" Sanders 1993 Upper Deck Berman's Best #441 Detroit Lions",2.89,2.25,2.87,2.89,4,Browse BIN | ActiveCache | Active median P1,
336070379630,Barry Sanders 1996 Upper Deck - Predictors: Retail #PR7 Detroit Lions,7.3,7.0,7.3,7.3,2,Browse BIN | ActiveCache | Active median P1,
336070379631,Barry Sanders 1996 SP #86 NM-MT OR BETTER Detroit Lions,1.99,2.28,1.99,1.99,14,Browse BIN | ActiveCache | Active median P1,
336070379632,Barry Sanders 1994 Upper Deck Predictors Exchange: League Leaders #R12,7.99,7.99,7.99,7.99,1,Browse BIN | ActiveCache | Active median P1,
336070379633,Barry Sanders 1992 Upper Deck Team MVP #368 NM-MT OR BETTER Detroit Lions,1.75,1.87,1.75,1.75,13,Browse BIN | ActiveCache | Active median P1,
336070379634,Barry Sanders 1992 Upper Deck NFL Scrapbook #511 Detroit Lions,5.95,5.97,5.97,5.95,1,Browse BIN | ActiveCache | Active median P1,
336070379635,Barry Sanders 1994 Upper Deck #129 NM-MT OR BETTER Detroit Lions,2.49,3.99,2.48,2.49,13,Browse BIN | ActiveCache | Active median P1,
336070379636,Barry Sanders 1999 Upper Deck MVP #65 NM-MT OR BETTER Detroit Lions,1.75,2.6,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,
336070379639,Barry Sanders 1994 Collector's Choice #86 NM-MT OR BETTER Detroit Lions,1.99,2.88,1.98,1.99,8,Browse BIN | ActiveCache | Active median P1,
336070379641,Barry Sanders 1999 Upper Deck Ovation #19 Detroit Lions,1.7,2.0,1.75,1.75,13,Browse BIN | ActiveCache | Active median P1,
336070379642,Barry Sanders 1998 SP Authentic Maximum Impact #SE20 NM-MT OR BETTER,3.1,4.4,3.1,3.1,11,Browse BIN | ActiveCache | Active median P1,
336070379643,Barry Sanders 1999 Upper Deck Ovation Center Stage #CS10 Detroit Lions,3.2,3.2,2.98,2.99,13,Browse BIN | ActiveCache | Active median P1,
336070379644,Barry Sanders 1995 SP Championship Die Cuts #105 Detroit Lions,3.25,3.23,3.23,3.25,2,Browse BIN | ActiveCache | Active median P1,
336070379645,Barry Sanders 1996 Collector's Choice MVPs #M16 Detroit Lions,1.69,2.98,1.69,1.69,14,Browse BIN | ActiveCache | Active median P1,
336070379646,Barry Sanders 1997 Collector's Choice You Crash the Game #C24 November 9 1997,6.87,3.17,2.69,4.12,6,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336070379647,Barry Sanders 2015 Upper Deck #10 NM-MT OR BETTER Oklahoma State Cowboys,3.0,2.74,2.74,2.75,2,Browse BIN | ActiveCache | Active median P1,
336070379648,Barry Sanders 1994 Collector's Choice You Crash the Game Green Foil #C16,3.99,3.99,3.99,3.99,3,Browse BIN | ActiveCache | Active median P1,
336070379649,Barry Sanders 1993 SP #88 NM-MT OR BETTER Detroit Lions,2.7,2.85,2.7,2.7,11,Browse BIN | ActiveCache | Active median P1,
336070379651,Barry Sanders 1995 SP #50 NM-MT OR BETTER Detroit Lions,1.79,2.49,1.78,1.79,14,Browse BIN | ActiveCache | Active median P1,
336070379653,Barry Sanders 1993 Upper Deck Team MVP #TM18 Detroit Lions,2.15,2.99,1.95,1.95,14,Browse BIN | ActiveCache | Active median P1,
336070379654,Barry Sanders 1992 Upper Deck #155 NM-MT OR BETTER Detroit Lions,1.5,3.745,1.52,1.5,13,Browse BIN | ActiveCache | Active median P1,
336070379655,Barry Sanders 1996 Upper Deck Silver Collection All-NFL Team #AN10 Detroit Lions,4.6,5.48,4.51,4.5,7,Browse BIN | ActiveCache | Active median P1,
236206353982,Barry Sanders 2021 Donruss Optic #87 NM-MT OR BETTER Detroit Lions,1.8,89.99,1.8,1.8,11,Browse BIN | ActiveCache | Active median P1,
236206353984,Barry Sanders 1998 Leaf Rookies & Stars #271 NM-MT OR BETTER Detroit Lions,2.99,2.99,,2.99,0,Browse BIN | No actives | Sold median P1,
236206353986,Barry Sanders 1993 Pro Set Power Gold #20 NM-MT OR BETTER Detroit Lions,5.39,4.35,4.32,4.3,4,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236206353987,Barry Sanders 1998 Score #57 Detroit Lions,2.49,3.49,2.48,2.49,3,Browse BIN | ActiveCache | Active median P1,
236206353988,Barry Sanders 1992 Score Little Big Men #528 NM-MT OR BETTER Detroit Lions,22.25,22.23,22.23,22.25,1,Browse BIN | ActiveCache | Active median P1,
236206353990,Emmitt Smith / Barry Sanders 1993 Pro Set Power Combos #1,1.99,12.37,1.99,1.99,11,Browse BIN | ActiveCache | Active median P1,
236206353991,Barry Sanders 1998 Score Off Season #258 Detroit Lions,1.9,1.99,1.98,1.99,9,Browse BIN | ActiveCache | Active median P1,
236206353993,Barry Sanders 1993 Pro Set #142 NM-MT OR BETTER Detroit Lions,1.75,3.5,1.75,1.75,11,Browse BIN | ActiveCache | Active median P1,
336072595221,Barry Sanders 2016 Donruss #103 NM-MT OR BETTER Detroit Lions,1.99,2.435,1.99,1.99,3,Browse BIN | ActiveCache | Active median P1,
336072595222,Barry Sanders 1992 Pro Set #13 NM-MT OR BETTER Detroit Lions,1.5,3.25,1.5,1.5,13,Browse BIN | ActiveCache | Active median P1,
336072595223,Barry Sanders / Billy Sims MN 1992 Pro Set #349 Detroit Lions,1.8,2.88,1.79,1.79,14,Browse BIN | ActiveCache | Active median P1,
336072595224,Barry Sanders 1999 Score #29 Detroit Lions,2.5,4.085,2.5,2.5,7,Browse BIN | ActiveCache | Active median P1,
336072595226,Barry Sanders 2015 Score All-Time Franchise #2 Detroit Lions,1.99,2.665,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
336072595229,Barry Sanders 1992 Pro Set Power #20 NM-MT OR BETTER Detroit Lions,1.65,2.99,1.65,1.65,13,Browse BIN | ActiveCache | Active median P1,
336072595230,Barry Sanders 1993 Score #1 NM-MT OR BETTER Detroit Lions,1.75,1.99,1.73,1.75,7,Browse BIN | ActiveCache | Active median P1,
336072595231,Barry Sanders 1998 Leaf Rookies & Stars #115 NM-MT OR BETTER Detroit Lions,2.89,2.88,2.88,2.89,3,Browse BIN | ActiveCache | Active median P1,
336072595232,Barry Sanders 2022 Score First Ballot #FB-BS NM-MT OR BETTER Detroit Lions,1.5,4.62,1.5,1.5,9,Browse BIN | ActiveCache | Active median P1,
336072595233,Barry Sanders 1998 Score Checklist #269 Detroit Lions,1.99,2.24,1.98,1.99,13,Browse BIN | ActiveCache | Active median P1,
336072595235,Barry Sanders 1997 Leaf #194 Detroit Lions,2.75,4.0,2.75,2.75,9,Browse BIN | ActiveCache | Active median P1,
336072595236,Barry Sanders 1993 Pro Set Power #20 NM-MT OR BETTER Detroit Lions,1.59,2.995,1.58,1.59,12,Browse BIN | ActiveCache | Active median P1,
336072595238,Barry Sanders 1992 Score Dream Team #4 NM-MT OR BETTER Detroit Lions,4.75,9.99,4.99,4.99,6,Browse BIN | ActiveCache | Active median P1,
336072595243,Barry Sanders 1996 Score Dream Team Promo #5 Detroit Lions,5.99,6.95,5.99,5.99,9,Browse BIN | ActiveCache | Active median P1,
236210242921,Thomas Davis 2021 Panini Mosaic #268 Carolina Panthers,1.75,9.735,1.89,1.89,9,Browse BIN | ActiveCache | Active median P1,
236210242922,Brett Favre 2017 Panini Contenders Draft Picks #15 Southern Miss Golden Eagles,1.85,1.99,1.75,1.75,13,Browse BIN | ActiveCache | Active median P1,
236210242923,Stefon Diggs 2022 Donruss #113 Buffalo Bills,1.75,8.2,1.75,1.75,9,Browse BIN | ActiveCache | Active median P1,
236210242924,Brett Favre 2017 Panini Unparalleled Star Factor #SF-BF Green Bay Packers,2.79,2.885,2.78,2.79,6,Browse BIN | ActiveCache | Active median P1,
236210242925,T.J. Watt 2021 Panini Absolute Retail #95 Pittsburgh Steelers,1.89,1.87,1.87,1.89,2,Browse BIN | ActiveCache | Active median P1,
236210242926,Chris Godwin 2022 Donruss Elite #35 Tampa Bay Buccaneers,1.55,2.975,1.66,1.65,9,Browse BIN | ActiveCache | Active median P1,
236210242927,Brett Favre 1991 Upper Deck #13 RC Atlanta Falcons HOF NFL QB Legend,2.25,4.27,2.25,2.25,15,Browse BIN | ActiveCache | Active median P1,
236210242928,Davante Adams 2022 Donruss Elite #74 Las Vegas Raiders,2.75,3.43,2.74,2.75,4,Browse BIN | ActiveCache | Active median P1,
236210242929,J.J. Watt 2022 Donruss Elite Pink #95 Arizona Cardinals,2.4,3.0,2.4,2.4,4,Browse BIN | ActiveCache | Active median P1,
236210242930,Philip Rivers 2020 Donruss Optic #46 Indianapolis Colts,1.85,12.955,1.74,1.75,9,Browse BIN | ActiveCache | Active median P1,
236210242931,Ryan Leaf 1998 Bowman #10 RC San Diego Chargers Former #2 Pick,1.75,3.945,1.73,1.75,9,Browse BIN | ActiveCache | Active median P1,
236210242932,Brett Favre 2018 Contenders Draft Picks Old School Colors #5 Southern Miss,1.75,1.87,1.75,1.75,9,Browse BIN | ActiveCache | Active median P1,
236210242933,Brett Favre 1998 Ultra #365 Green Bay Packers HOF NFL QB Legend,2.0,1.99,1.99,1.99,11,Browse BIN | ActiveCache | Active median P1,
236210242934,Chase Young 2022 Donruss Elite #12 Washington Commanders,2.59,3.29,2.59,2.59,4,Browse BIN | ActiveCache | Active median P1,
236210242935,Davante Adams 2022 Panini Prizm #171 Las Vegas Raiders,1.9,179.99,1.99,1.99,12,Browse BIN | ActiveCache | Active median P1,
236210242936,Tyrion Davis-Price 2022 Donruss #326 RC San Francisco 49ers,1.8,4.63,1.75,1.75,8,Browse BIN | ActiveCache | Active median P1,
236210242938,Brett Favre 2015 Topps All Time Fantasy Legends #ATFL-BF Green Bay Packers HOF,1.75,1.79,1.76,1.75,10,Browse BIN | ActiveCache | Active median P1,
236210242939,Ryan Leaf 1998 Playoff Prestige SSD Hobby #166 RC San Diego Chargers Retired,2.75,2.87,2.75,2.75,4,Browse BIN | ActiveCache | Active median P1,
236210242940,"Ahmad ""Sauce"" Gardner 2023 Donruss #228 New York Jets",1.99,6.415,1.99,1.99,12,Browse BIN | ActiveCache | Active median P1,
236210242942,Derrick Henry 2022 Donruss Red Press Proof #71 Tennessee Titans,1.9,3.0700000000000003,1.9,1.9,4,Browse BIN | ActiveCache | Active median P1,
236210242943,Walter Payton 2022 Donruss #84 Chicago Bears,1.79,5.0200000000000005,1.79,1.79,13,Browse BIN | ActiveCache | Active median P1,
236210242944,Shaun Alexander 2022 Panini Prestige #262 Seattle Seahawks MVP HOF?,1.8,3.245,1.73,1.75,9,Browse BIN | ActiveCache | Active median P1,
336075932864,Chuba Hubbard 2023 Donruss Press Proof Blue #40 Carolina Panthers,1.5,1.96,1.67,1.65,9,Browse BIN | ActiveCache | Active median P1,
336075932865,Charles Woodson 2021 Panini Mosaic #106 Oakland Raiders,2.25,2.5,2.24,2.25,12,Browse BIN | ActiveCache | Active median P1,
336075932866,T.J. Watt 2023 Donruss Elite #91 Pittsburgh Steelers,2.1,3.28,2.0,2.0,12,Browse BIN | ActiveCache | Active median P1,
336075932867,Michael Pittman Jr. 2022 Donruss Elite #78 Indianapolis Colts,1.7,2.99,1.84,1.85,9,Browse BIN | ActiveCache | Active median P1,
336075932868,Brett Favre 2016 Donruss All-Time Gridiron Kings #2 Green Bay Packers HOF NFL QB,2.5,4.725,2.49,2.49,8,Browse BIN | ActiveCache | Active median P1,
336075932869,Amon-Ra St. Brown 2022 Donruss #85 Detroit Lions NFL WR Rising Star,1.95,9.33,1.84,1.85,10,Browse BIN | ActiveCache | Active median P1,
336075932870,Brett Favre 1999 Topps #250 Green Bay Packers HOF NFL QB Legend,1.8,1.97,1.95,1.95,7,Browse BIN | ActiveCache | Active median P1,
336075932871,Brett Favre 1999 Upper Deck #80 Green Bay Packers HOF NFL QB Legend,2.59,8.585,2.59,2.59,8,Browse BIN | ActiveCache | Active median P1,
336075932872,Najee Harris 2023 Donruss Elite #80 Pittsburgh Steelers,1.9,3.24,1.79,1.79,11,Browse BIN | ActiveCache | Active median P1,
336075932873,Derrick Henry 2021 Panini Prizm Draft Picks Collegiate #81 Alabama Crimson Tide,1.9,1.75,1.73,1.75,14,Browse BIN | ActiveCache | Active median P1,
336075932874,Deebo Samuel 2020 Donruss Highlights #H-DS San Francisco 49ers,1.7,1.65,1.59,1.59,11,Browse BIN | ActiveCache | Active median P1,
336075932875,DaJuan Morgan 2008 Donruss Threads #171 RC #/999 Kansas City Chiefs,3.39,3.1900000000000004,,3.19,0,Browse BIN | No actives | Sold median P1,
336075932876,Deshaun Watson 2022 Donruss Elite #17 Cleveland Browns,1.99,3.04,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336075932877,Stefon Diggs 2022 Panini Mosaic #21 Buffalo Bills,1.99,14.015,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336075932878,Paxton Lynch 2017 Panini Spectra Monumental Memorabilia #8 /199 Denver Broncos,3.9,3.83,3.0,3.0,3,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336075932879,Brandon Aiyuk 2022 Panini Select #4 San Francisco 49ers WR Rising Star,1.8,1.99,1.68,1.69,11,Browse BIN | ActiveCache | Active median P1,
336075932880,Brett Favre 2020 Panini Prizm Draft Picks #12 Southern Miss Golden Eagles,1.9,38.405,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336075932881,Daniel Jones 2023 Donruss Elite #23 New York Giants,1.65,4.75,1.67,1.65,11,Browse BIN | ActiveCache | Active median P1,
336075932882,Brett Favre 2019 Panini Legacy #112 Green Bay Packers HOF NFL QB Legend,6.05,6.045,6.045,6.05,2,Browse BIN | ActiveCache | Active median P1,
336075932883,Philip Rivers 2006 Topps #117 San Diego Chargers,3.35,3.35,3.35,3.35,2,Browse BIN | ActiveCache | Active median P1,
336075932884,Kyler Murray 2021 Panini Absolute #15 Arizona Cardinals,1.99,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336075932885,Ryan Leaf 1998 Press Pass #2 Washington State Cougars Former #2 Pick,2.0,2.28,1.9,1.9,3,Browse BIN | ActiveCache | Active median P1,
