item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,SupplyCount,Note,UpdateStatus
236265291303,Jake Scott 1979 Topps #456 Washington Redskins,1.5,2.59,1.75,1.75,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291343,Sam Hunt 1979 Topps #181 New England Patriots,1.5,2.49,1.99,1.9,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291345,Jack Tatum 1979 Topps #326 Oakland Raiders HOF,3.45,2.92,1.92,1.9,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291348,Ricky Thompson 1979 Topps #297 RC Washington Redskins,1.7,2.92,2.39,2.1,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291365,Raiders Van Eeghen Casper Phillips Hendricks 1979 Topps #169 Oakland Raiders,1.5,4.94,4.94,1.9,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291366,Charle Young 1979 Topps #366 Los Angeles Rams,1.7,2.99,1.99,1.99,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291368,Phil Villapiano 1979 Topps #283 Oakland Raiders,1.5,2.99,2.39,1.9,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291370,Ike Harris 1979 Topps #257 New Orleans Saints,1.5,3.3,1.91,1.9,10,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291371,Terry Nelson 1979 Topps #479 Los Angeles Rams,1.5,2.75,2.39,1.9,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291372,Raiders Van Eeghen Casper Phillips Hendricks 1979 Topps #169 Oakland Raiders,1.5,4.94,4.94,1.9,1,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291374,Terdell Middleton 1979 Topps #463 RC Green Bay Packers,1.75,2.535,1.69,1.69,15,Browse BIN | Browse BIN (Tier1) | Active median P1,
236265291375,Steve Nelson 1979 Topps #56 New England Patriots,1.5,3.8,1.99,1.9,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291376,Ted Fritsch 1979 Topps #61 Washington Redskins,1.55,2.99,2.49,1.95,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291377,Terry Nelson 1979 Topps #479 Los Angeles Rams,1.5,2.75,2.39,1.9,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291378,Stu Voigt 1979 Topps #79 Minnesota Vikings,1.5,2.99,2.25,1.9,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291380,Carl Mauck 1979 Topps #224 Houston Oilers,1.6,4.15,2.11,2.0,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291383,Art Shell 1979 Topps #210 Oakland Raiders HOF Coach,2.79,1.99,1.75,1.75,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291387,Sam Adams 1979 Topps #461 New England Patriots,1.5,2.99,1.9,1.9,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291388,Jean Fugett 1979 Topps #495 Washington Redskins,1.5,2.74,1.99,1.9,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291389,Rick Kane 1979 Topps #59 Detroit Lions,1.5,2.74,1.97,1.9,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291390,Joe Theismann 1979 Topps #155 Washington Redskins HOF,3.0,3.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291391,Art Shell 1979 Topps #210 Oakland Raiders HOF,2.3,1.99,1.75,1.75,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291392,Phil Villapiano 1979 Topps #283 Oakland Raiders,1.5,2.99,2.39,1.9,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291393,Horace King 1979 Topps #26 Detroit Lions,1.5,3.81,1.99,1.9,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291395,Tony Galbreath 1979 Topps #191 New Orleans Saints,1.75,3.81,2.25,2.15,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291397,Rick Kane 1979 Topps #59 Detroit Lions,1.5,2.74,1.97,1.9,13,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291398,Jim Merlo 1979 Topps #314 New Orleans Saints,1.5,2.99,2.49,1.9,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291399,Art Shell 1979 Topps #210 Oakland Raiders HOF Coach,2.79,1.99,1.75,1.75,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291400,Jeff Siemon 1979 Topps #378 Minnesota Vikings,1.5,2.99,1.75,1.75,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291401,Bobby Bryant 1979 Topps #58 Minnesota Vikings,1.7,2.99,1.69,1.69,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
236265291402,Terry Nelson 1979 Topps #479 Los Angeles Rams,1.5,2.75,2.39,1.9,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291403,Terry Nelson 1979 Topps #479 Los Angeles Rams,1.5,2.75,2.39,1.9,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291404,Efren Herrera 1979 Topps #330 Seattle Seahawks,1.7,2.6900000000000004,1.94,1.95,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291405,Otis Sistrunk 1979 Topps #365 Oakland Raiders,1.7,4.15,2.16,2.1,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291407,Brad Dusek 1979 Topps #436 Washington Redskins,1.5,2.39,1.94,1.9,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291408,Dwight White 1979 Topps #145 Pittsburgh Steelers,1.75,2.29,1.94,1.95,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291410,Terry Nelson 1979 Topps #479 Los Angeles Rams,1.5,2.75,2.39,1.9,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291411,Earl Campbell Burrough Willie Alexander Elvin Bethea 1979 Topps #301 Oilers HOF,4.05,8.6,8.6,8.6,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291412,Barty Smith 1979 Topps #97 Green Bay Packers,1.5,2.99,1.85,1.85,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291413,Fred Dryer 1979 Topps #453 Los Angeles Rams HOF,2.0,2.49,1.99,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,
236265291414,Leaders John Riggins McDaniel Scott Bacon 1979 Topps #319 Washington Redskins,1.85,1.85,,1.85,0,Browse BIN | No actives | Sold median P1,
236265291415,Steve Nelson 1979 Topps #56 New England Patriots,1.5,3.8,1.99,1.9,12,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291418,Joe Theismann 1979 Topps #155 Washington Redskins HOF,3.0,3.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291423,Toni Fritsch 1979 Topps #348 Houston Oilers,1.65,2.99,2.49,2.05,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291428,Monte Johnson 1979 Topps #149 Oakland Raiders,1.5,2.99,2.0,1.9,10,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980224,Rickey Young 1979 Topps #470 Minnesota Vikings,1.5,2.99,2.25,1.9,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980225,Jack Youngblood 1979 Topps #180 Los Angeles Rams,1.85,2.89,1.94,1.95,15,Browse BIN | Browse BIN (Tier1) | Active median P1,
336123980226,John Riggins 1979 Topps #10 Washington Redskins HOF RB,2.25,3.23,2.59,2.59,10,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980227,Raymond Clayborn 1979 Topps #361 New England Patriots,1.5,2.5700000000000003,1.75,1.75,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980228,Ricky Thompson 1979 Topps #297 RC Washington Redskins,1.7,2.92,2.39,2.1,5,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980229,Chris Hanburger 1979 Topps #375 Washington Redskins,2.15,3.42,2.39,2.39,7,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980230,Rod Perry 1979 Topps #106 Los Angeles Rams,1.7,2.99,2.0,2.0,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980231,Jack Youngblood 1979 Topps #180 Los Angeles Rams HOF,1.95,2.89,1.94,1.95,15,Browse BIN | Browse BIN (Tier1) | Active median P1,
336123980233,Chris Hanburger 1979 Topps #375 Washington Redskins,1.9,3.42,2.39,2.3,7,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980234,Mike Patrick 1979 Topps #158 New England Patriots,1.5,2.64,1.94,1.9,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980235,John McDaniel 1979 Topps #91 Washington Redskins,1.5,2.44,2.44,1.9,2,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980236,Mike Bragg 1979 Topps #396 Washington Redskins,1.7,2.99,2.59,2.1,5,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980237,Sidney Thornton 1979 Topps #44 RC Pittsburgh Steelers,1.9,1.75,1.69,1.69,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980238,John McDaniel 1979 Topps #91 Washington Redskins,1.5,2.44,2.44,1.9,2,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980240,Sherman Smith 1979 Topps #294 Seattle Seahawks,1.7,2.4400000000000004,1.94,1.95,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980242,John Matuszak 1979 Topps #108 Oakland Raiders,1.9,2.4850000000000003,2.27,2.29,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980243,John Riggins 1979 Topps #10 Washington Redskins HOF RB,2.25,3.23,2.59,2.59,10,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980244,Ricky Thompson 1979 Topps #297 RC Washington Redskins,1.7,2.92,2.39,2.1,5,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980260,Steve Nelson 1979 Topps #56 New England Patriots,1.5,3.8,1.99,1.9,12,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980261,Charle Young 1979 Topps #366 Los Angeles Rams,1.7,2.99,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980262,Charle Young 1979 Topps #366 Los Angeles Rams,1.7,2.99,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980263,Ike Harris 1979 Topps #257 New Orleans Saints,1.5,3.3,1.91,1.9,10,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980265,Ike Harris 1979 Topps #257 New Orleans Saints,1.5,3.3,1.91,1.9,10,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980266,Jack Lambert 1979 Topps #475 Pittsburgh Steelers HOF,3.25,3.0,2.79,2.79,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980269,Chester Marcol 1979 Topps #11 Green Bay Packers,1.5,2.99,1.69,1.69,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980270,Raymond Chester 1979 Topps #189 Oakland Raiders,1.5,4.61,1.75,1.75,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980271,Charles Phillips 1979 Topps #8 RC Oakland Raiders,1.7,5.31,1.75,1.75,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
336123980272,Phil Villapiano 1979 Topps #283 Oakland Raiders,1.5,2.99,2.39,1.9,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980273,Ike Harris 1979 Topps #257 New Orleans Saints,1.5,3.3,1.91,1.9,10,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980274,Ray Guy 1979 Topps #50 Oakland Raiders HOF,1.85,2.495,1.69,1.69,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
336123980278,Otis Sistrunk 1979 Topps #365 Oakland Raiders,1.7,4.15,2.16,2.1,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980279,Rich Szaro 1979 Topps #293 New Orleans Saints,1.5,2.75,1.75,1.75,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980280,Jean Fugett 1979 Topps #495 Washington Redskins,1.5,2.74,1.99,1.9,7,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980281,Joe Theismann 1979 Topps #155 Washington Redskins HOF,3.0,3.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980283,Jim Smith 1979 Topps #214 Pittsburgh Steelers,1.7,3.61,1.98,1.99,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980284,Art Shell 1979 Topps #210 Oakland Raiders HOF Coach,2.79,1.99,1.75,1.75,11,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980285,Steve Furness 1979 Topps #371 Pittsburgh Steelers,1.8,2.79,2.39,2.2,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980286,Clarence Davis 1979 Topps #439 Oakland Raiders,1.5,4.61,1.79,1.79,12,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980287,Harold McLinton 1979 Topps #111 Washington Redskins,1.5,2.54,2.29,1.9,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980288,Fred Biletnikoff 1979 Topps #305 Oakland Raiders HOF,2.0,1.96,1.82,1.8,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
336123980289,Rick Danmeier 1979 Topps #446 RC Minnesota Vikings,1.7,2.49,1.68,1.69,15,Browse BIN | Browse BIN (Tier1) | Active median P1,
336123980290,Lemar Parrish 1979 Topps #256 Washington Redskins,1.5,2.59,2.59,1.9,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980291,Mark Van Eeghen 1979 Topps #90 Oakland Raiders,1.7,3.99,2.29,2.1,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980293,Efren Herrera 1979 Topps #330 Seattle Seahawks,1.7,2.6900000000000004,1.94,1.95,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980294,Brad Dusek 1979 Topps #436 Washington Redskins,1.5,2.39,1.94,1.9,7,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980295,Gregg Bingham 1979 Topps #67 Houston Oilers,1.5,2.49,2.29,1.9,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980296,Mark Van Eeghen 1979 Topps #90 Oakland Raiders,1.7,3.99,2.29,2.1,15,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980297,Terry Beeson 1979 Topps #138 Seattle Seahawks,1.75,2.49,2.0,2.0,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980298,Carl Eller 1979 Topps #406 Minnesota Vikings,1.75,2.99,1.79,1.79,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
336123980299,Tony Galbreath 1979 Topps #191 New Orleans Saints,1.75,3.81,2.25,2.15,12,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980300,Errol Mann 1979 Topps #68 Oakland Raiders,1.5,2.99,1.79,1.79,10,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980304,Brad Dusek 1979 Topps #436 Washington Redskins,1.5,2.39,1.94,1.9,7,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980305,Lawrence McCutcheon 1979 Topps #265 Los Angeles Rams,1.7,2.87,1.79,1.79,9,Browse BIN | ActiveCache | Active median P1,
336123980307,Tom Blanchard 1979 Topps #219 New Orleans Saints,1.75,2.99,1.85,1.85,12,Browse BIN | Browse BIN (Tier1) | Active median P1,
236265291434,Freddie Scott 1979 Topps #178 RC Detroit Lions,1.65,2.99,1.69,1.69,15,Browse BIN | Browse BIN (Tier1) | Active median P1,
236265291437,Monte Johnson 1979 Topps #149 Oakland Raiders,1.5,2.99,2.0,1.9,10,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291438,Otis Sistrunk 1979 Topps #365 Oakland Raiders,1.7,4.15,2.16,2.1,14,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291439,Gene Upshaw 1979 Topps #260 Oakland Raiders,1.5,2.39,2.32,1.9,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291442,Fred Dryer 1979 Topps #453 Los Angeles Rams HOF,2.0,2.49,1.99,1.99,12,Browse BIN | ActiveCache | Active median P1,
236265291455,Bill Simpson 1979 Topps #312 Los Angeles Rams,1.75,2.99,1.99,1.99,14,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291457,Bill Lenkaitis 1979 Topps #116 New England Patriots,1.5,2.87,2.29,1.9,13,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291460,Monte Johnson 1979 Topps #149 Oakland Raiders,1.5,2.99,2.0,1.9,10,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291461,Dave Dalby 1979 Topps #481 Oakland Raiders,1.5,2.99,1.94,1.9,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236265291462,Mark Van Eeghen 1979 Topps #90 Oakland Raiders,1.7,3.99,2.29,2.1,15,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236265291476,Bob Brudzinski 1979 Topps #527 RC Los Angeles Rams,1.75,5.31,1.79,1.79,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
236265291482,Mike Thomas 1979 Topps #175 Washington Redskins,1.5,2.59,2.59,1.9,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980312,Morris Bradshaw 1979 Topps #28 RC Oakland Raiders,1.8,4.15,2.99,2.2,15,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336123980323,Monte Johnson 1979 Topps #149 Oakland Raiders,1.5,2.99,2.0,1.9,10,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
336123980324,Dave Dalby 1979 Topps #481 Oakland Raiders,1.5,2.99,1.94,1.9,15,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
