item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,SupplyCount,Note,UpdateStatus,Error
335827000000.0,Barry Bonds / Bobby Bonds 1993 Stadium Club Ultra-Pro /150000 #5 Giants,2.65,2.77,1.99,1.99,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
335871000000.0,Jose Canseco 1999 Flair Showcase Flair Showcase Row 2 Passion #61 Devil Rays,7.05,,,,0.0,No solds | No actives | No data,,
335872000000.0,Jose Canseco 1999 Ultra RBI Kings #29 RK Toronto Blue Jays,1.99,4.19,2.1,2.1,14.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
336191000000.0,Ivan Rodriguez 2017 Bowman 1992 Bowman Chrome #92B-IR Texas Rangers,1.85,2.5,1.79,1.79,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
336242000000.0,Brett Favre 1995 Zenith Second Season #SS1 Green Bay Packers,2.21,2.58,2.21,2.2,9.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
236341000000.0,Jacob Turner 2011 Bowman Chrome Futures Refractors #24 Detroit Tigers,2.05,1.98,1.98,1.99,17.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
236401000000.0,Brett Favre 1996 Topps Chrome #145 Green Bay Packers,4.89,3.99,2.99,2.99,13.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
335924000000.0,Jordan Westburg 2024 Bowman #42 RC Baltimore Orioles,1.5,,1.99,1.99,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Sold dropped (>> actives w/low N) | Active median A2",Updated successfully (business policy warning only),
336082000000.0,Derek Jeter 2006 National Baseball Card Day #UD6 New York Yankees Legend HOF,1.65,2.9,1.65,1.65,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
236218000000.0,Derek Jeter 2003 Upper Deck Superior Sluggers #S8 New York Yankees Legend HOF,1.85,3.14,1.98,1.99,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
236066000000.0,Heston Kjerstad 2024 Bowman #9 RC Baltimore Orioles,1.5,2.62,1.5,1.5,15.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
236159000000.0,Lamar Jackson 2021 Panini Playbook #7 Baltimore Ravens,1.5,,1.74,1.75,20.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Sold dropped (>> actives w/low N) | Active median A2",Updated successfully (business policy warning only),
236334000000.0,Joe Montana 2022 Score #171 NM-MT OR BETTER San Francisco 49ers,1.5,2.04,1.79,1.79,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
236108000000.0,Joe Montana 1995 Finest with Coating #90 Kansas City Chiefs,5.75,5.62,4.99,4.99,9.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
336185000000.0,"Joe Montana 1991 Arena Holograms #1 /250,000 NM-MT OR BETTER",1.99,,1.85,1.85,22.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Sold dropped (>> actives w/low N) | Active median A2",,
335967000000.0,"Joe Montana 1991 Arena Holograms Rare Golden Gate Bridge #1A /99,000",5.15,1.99,1.99,3.49,9.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2 | Drop capped 40% vs current | High-price floor clamp",Updated successfully (business policy warning only),
235696000000.0,Derek Jeter 2000 Pacific #294 Portrait New York Yankees,1.75,2.0,1.97,1.95,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",Updated successfully (business policy warning only),
235747000000.0,Zenon Andrusyshyn 1979 Topps #238 RC Kansas City Chiefs,1.6,2.87,1.69,1.69,21.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
235839000000.0,Ken Griffey Jr. 1997 Score Premium Stock #156 Seattle Mariners,2.85,,1.99,1.99,9.0,"No solds | Browse (Merged) | Active(A2,k=5) | Active median A2",Updated successfully (business policy warning only),
235956000000.0,Bryce Harper 2022 Donruss Optic Lime Green Prizm #17 Philadelphia Phillies,3.0,3.09,1.75,1.8,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
235967000000.0,Addison Russell 2016 Stadium Club Triumvirates Luminescent #T-5C Chicago Cubs,14.2,9.79,9.79,9.79,3.0,"Browse BIN | Browse (Merged) | Active(A2,k=3) | Sold(A2,n=1) | Active median A2",Updated successfully (business policy warning only),
236000000000.0,Cal Ripken Jr. 1999 Upper Deck Victory #452 Baltimore Orioles,1.99,3.99,2.19,2.19,11.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",Updated successfully (business policy warning only),
236012000000.0,Jose Canseco 2016 Topps Pressed Into Service #PIS-3 Texas Rangers,1.6,2.0,1.69,1.69,26.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",,
335467000000.0,Eli Manning 2008 SPx Die-Cut #38 New York Giants,2.99,2.98,2.84,2.85,2.0,"Browse BIN | Browse (Merged) | Active(A2,k=2) | Sold(A2,n=1) | Active median A2",,
335530000000.0,Derek Jeter 1999 Pacific Crown Royale #97 New York Yankees,5.69,5.49,4.99,4.99,8.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
335578000000.0,Lee Roy Selmon 1979 Topps #123 Tampa Bay Buccaneers,1.5,2.99,1.75,1.75,21.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",Updated successfully (business policy warning only),
335686000000.0,"Ken Griffey, Jr. 1991 Classic I #T3 Seattle Mariners",1.85,2.75,1.95,1.95,26.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",,
335823000000.0,Lance Lynn 2011 Bowman Draft Picks & Prospects Chrome #65 RC St. Louis Cardinals,3.65,2.98,1.99,2.19,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
335857000000.0,Cal Ripken Jr. 1995 Pacific #30 Baltimore Orioles,1.99,5.0,2.89,2.89,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
335870000000.0,Jose Canseco 2001 Topps Traded & Rookies #T59 NM-MT OR BETTER White Sox,3.99,,9.99,9.99,1.0,"No solds | Browse (Merged) | Active(A2,k=1) | Active median A2",Updated successfully (business policy warning only),
336076000000.0,Brett Favre 1996 Collector's Choice Update #U72 Green Bay Packers HOF QB Legend,2.0,2.0,2.24,2.25,6.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",Updated successfully (business policy warning only),
236210000000.0,Brett Favre 2019 Panini Contenders Draft Picks Collegiate #18 Southern Miss,2.39,1.99,1.6,1.6,10.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",Updated successfully (business policy warning only),
236275000000.0,Kevin Durant 2022-23 Donruss Complete Players #9 Brooklyn Nets,1.95,4.09,1.68,1.69,15.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
236337000000.0,Joe Montana 1992 Pro Line Portraits QB Gold #14 San Francisco 49ers,1.95,2.14,2.34,2.35,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
336133000000.0,Tyler Herro 2023-24 Hoops Blue #221 Miami Heat,2.5,3.51,2.24,2.25,10.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
336188000000.0,Joe Montana 1990-91 Pro Set Super Bowl Silver Anniversary Team #2,1.5,1.5,1.5,1.5,1.0,"Browse BIN | Browse (Merged) | Active(A2,k=1) | Sold(A2,n=1) | Active median A2",,
336187000000.0,Joe Montana 1992 Pro Set #649 San Francisco 49ers,1.5,3.0,1.69,1.69,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
236399000000.0,Giannis Antetokounmpo 2022-23 Donruss #53 Milwaukee Bucks,2.0,3.0,1.59,1.59,17.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
236156000000.0,Mike Yastrzemski 2023 Topps Cosmic Chrome #133 San Francisco Giants,1.59,1.79,1.59,1.59,17.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
336137000000.0,Derek Jeter 2006 Ultra Lucky 13 #208 New York Yankees HOF Legend,4.25,5.47,4.62,4.6,4.0,"Browse BIN | Browse (Merged) | Active(A2,k=4) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
336189000000.0,Joe Montana 1995 Fleer Aerial Attack #3 NM-MT OR BETTER Kansas City Chiefs,3.96,,1.89,2.38,22.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Sold dropped (>> actives w/low N) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
335971000000.0,Jacob deGrom 2022 Panini Mosaic Aces #A-1 New York Mets,1.49,2.57,1.64,1.65,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
236215000000.0,Harrison Smith 2022 Donruss Premium Press Proof MINT Gold #109 Minnesota Vikings,1.6,1.89,1.84,1.85,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
335923000000.0,Carlos Peguero 2011 Topps Pro Debut Double-A All Stars #DA22 Diamond Jaxx,1.85,1.85,1.85,1.85,1.0,"Browse BIN | Browse (Merged) | Active(A2,k=1) | Sold(A2,n=1) | Active median A2",,
336240000000.0,Jim Kelly 2021 Panini Select #141 Buffalo Bills,1.75,2.99,1.97,1.95,30.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",Updated successfully (business policy warning only),
236280000000.0,Derek Jeter 1995 Action Packed #1 Tampa Yankees HOF Legend Captain,3.49,3.48,3.48,3.49,9.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",,
236339000000.0,Joe Montana 1994 Fleer Living Legends #3 Kansas City Chiefs,4.75,4.25,3.99,3.99,14.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
336079000000.0,Kareem Hunt 2022 Donruss Premium Press Proof MINT Gold #211 Cleveland Browns,1.99,1.99,1.98,1.99,14.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
236064000000.0,Casey Haerther 2011 Topps Pro Debut Single-A All Stars #SA34 Kernels,2.15,,,,0.0,No solds | No actives | No data,,
236113000000.0,Michael Knorr 2022 Prizm Draft Picks Neon Pink Velocity #PDP103,1.9,,5.0,5.0,2.0,"No solds | Browse (Merged) | Active(A2,k=2) | Active median A2",Updated successfully (business policy warning only),
336021000000.0,Scott Rolen 1999 Upper Deck Challengers for 70 #39 Philadelphia Phillies,2.0,2.04,2.0,2.0,11.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
335871483793.0,Jose Canseco 1995 Fleer Lumber Company #4 NM-MT OR BETTER Texas Rangers,1.75,1.99,1.75,1.75,20.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
335871483794.0,Jose Canseco 1994 Ultra #428 Texas Rangers,1.6,1.89,1.69,1.69,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
335871483799.0,Jose Canseco 1997 Circa #119 Oakland Athletics,2.39,2.57,2.37,2.39,4.0,"Browse BIN | Browse (Merged) | Active(A2,k=4) | Sold(A2,n=2) | Active median A2",,
335871483800.0,Jose Canseco 1988 Fleer Record Setters #4 NM-MT OR BETTER Oakland Athletics,1.99,2.67,1.98,1.99,13.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
335871483801.0,Jose Canseco 1998 Circa Thunder #46 Toronto Blue Jays,1.79,1.79,1.85,1.85,8.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
335871483802.0,Jose Canseco 1997 Metal Universe #19 NM-MT OR BETTER Boston Red Sox,3.6,4.0,2.38,2.39,6.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
335871483804.0,Jose Canseco 1999 Flair Showcase Flair Showcase Row 2 Passion #61 Devil Rays,7.05,,,,0.0,No solds | No actives | No data,,
335871539311.0,Jose Canseco 1991 Fleer Pro-Visions #6 NM-MT OR BETTER Oakland Athletics,2.99,3.75,3.0,3.0,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
335871589217.0,Jose Canseco 1995 Ultra Hitting Machines #5 Boston Red Sox,1.9,1.9,1.8,1.8,17.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
335871589219.0,Jose Canseco 1987 Fleer Record Setters #3 Oakland Athletics,1.75,2.5,1.75,1.75,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
335871589221.0,Jose Canseco 2001 Ultra #20 NM-MT OR BETTER New York Yankees,2.79,3.74,2.74,2.75,8.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",,
335871589223.0,Jose Canseco 1996 Metal Universe #12 NM-MT OR BETTER Boston Red Sox,4.0,4.0,4.0,4.0,8.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
335871589227.0,Jose Canseco 1986 Fleer League Leaders #3 NM-MT OR BETTER Oakland Athletics,4.2,4.18,3.19,3.19,2.0,"Browse BIN | Browse (Merged) | Active(A2,k=2) | Sold(A2,n=1) | Active median A2",Updated successfully (business policy warning only),
335871589233.0,Jose Canseco 1987 Fleer Star Stickers #19 Oakland Athletics,2.4,3.18,2.25,2.25,13.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
335871589237.0,Jose Canseco 2001 Fleer Tradition #273 NM-MT OR BETTER New York Yankees,3.75,3.74,3.74,3.75,1.0,"Browse BIN | Browse (Merged) | Active(A2,k=1) | Sold(A2,n=1) | Active median A2",,
335871589238.0,Jose Canseco 1998 Fleer Tradition #376 NM-MT OR BETTER Toronto Blue Jays,2.89,1.79,2.87,2.89,2.0,"Browse BIN | Browse (Merged) | Active(A2,k=2) | Sold(A2,n=1) | Active median A2",,
335871589240.0,Jose Canseco 2000 SkyBox #9 Tampa Bay Devil Rays,2.2,,2.0,2.0,6.0,"No solds | Browse (Merged) | Active(A2,k=5) | Active median A2",,
335871589241.0,Jose Canseco 1999 Ultra RBI Kings #29 RK Toronto Blue Jays,1.99,2.25,2.1,2.1,13.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
336241660575.0,Brett Favre 1998 Pinnacle Mint Impeccable #2 Green Bay Packers,2.79,,2.49,2.49,10.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Sold dropped (>> actives w/low N) | Active median A2",Updated successfully (business policy warning only),
336082005492.0,Derek Jeter / Jose Reyes 2006 Topps Updates & Highlights #UH326 Legend HOF,1.85,1.99,1.86,1.85,7.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
236067656979.0,Raimel Tapia 2014 Bowman Prospects Blue #BP27 /500 Colorado Rockies,3.9,,1.79,2.34,8.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Sold dropped (>> actives w/low N) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
236158633977.0,Lamar Jackson 2023 Panini Absolute Retail #12 Baltimore Ravens,1.5,1.65,1.55,1.55,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
236221801833.0,Jerry Rice 1998 Bowman's Best #20 NM-MT OR BETTER San Francisco 49ers,1.99,2.29,1.99,1.99,9.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",,
335972743002.0,Brett Favre 1991 Pro Set RC #762 NM-MT OR BETTER Atlanta Falcons,1.69,2.99,1.69,1.69,31.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
236341384047.0,Rickey Henderson 1993 Hostess #23 Oakland Athletics,1.8,1.83,1.54,1.55,19.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
336140433655.0,Chiefs Leaders Tony Reed / Tim Gray / Art Still 1979 Topps #207 Kansas City,2.25,2.25,1.98,1.99,3.0,"Browse BIN | Browse (Merged) | Active(A2,k=3) | Sold(A2,n=1) | Active median A2",Updated successfully (business policy warning only),
336085052110.0,Jerry Rice 1995 Collector's Edge Instant Replay Quantum Motion #6 49ers,4.49,,2.0,2.69,15.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Sold dropped (>> actives w/low N) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
336241668668.0,Brett Favre 1996 Upper Deck - Team Trio #TT50 Green Bay Packers,1.75,1.89,1.78,1.79,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
236067656970.0,Raimel Tapia 2014 Bowman Prospects Orange #BP27 /250 Colorado Rockies,2.95,,1.79,1.79,6.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Sold dropped (>> actives w/low N) | Active median A2",Updated successfully (business policy warning only),
236114321251.0,Brett Favre 1991 Action Packed Rookie/Update RC #21 NM+ Falcons,5.99,7.45,3.99,3.99,21.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
336024684195.0,Lamar Jackson 2020 Score In the Zone #IZ-LJ Baltimore Ravens,1.75,2.5,1.59,1.59,23.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
336085052103.0,Jerry Rice / Derrick Alexander 1994 Stadium Club Bowman's Best #27,2.0,2.68,2.0,2.0,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
236284079425.0,Cleveland Elam 1979 Topps #410 San Francisco 49ers,1.9,1.89,1.59,1.59,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
336191306722.0,Rickey Henderson 1995 Collector's Choice SE #48 Oakland Athletics,1.8,2.48,1.59,1.59,19.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
236067656976.0,Kevin Plawecki 2014 Bowman Chrome Top 5 Mini Purple Refractors #BM-NYM4 /99 Mets,8.99,,4.12,5.39,4.0,"Browse BIN | Browse (Merged) | Active(A2,k=4) | Sold(A2,n=1) | Sold dropped (>> actives w/low N) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
236158633967.0,Lamar Jackson 2022 Panini Prestige #20 Baltimore Ravens,1.5,2.25,1.73,1.75,26.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",Updated successfully (business policy warning only),
236221801844.0,Jerry Rice 2004 Leaf Rookies & Stars #67 Oakland Raiders,1.79,2.99,1.75,1.75,20.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",,
236400696287.0,Brett Favre 1997 Score #3 Green Bay Packers,1.99,1.99,1.79,1.79,15.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",Updated successfully (business policy warning only),
335972743005.0,Brett Favre 1998 Topps Gold Label #25 MINT Green Bay Packers,2.99,5.39,3.25,3.25,9.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",,
336085052114.0,Jerry Rice 1993 Bowman #340 San Francisco 49ers,1.5,2.99,1.75,1.75,25.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",Updated successfully (business policy warning only),
236067656983.0,Kyle Sleeth 2004 Topps Chrome Refractors #239 RC Auto /100 MINT Detroit Tigers,19.99,,7.95,11.99,3.0,"No solds | Browse (Merged) | Active(A2,k=3) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
236114321264.0,Brett Favre 1996 Topps Chrome 40th Anniversary Commemorative #7 NM+ Packers,7.99,,2.45,4.79,4.0,"No solds | Browse (Merged) | Active(A2,k=4) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
236158633969.0,Lamar Jackson 2020 Panini Absolute Retail #85 Baltimore Ravens,1.5,,1.69,1.69,19.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Sold dropped (>> actives w/low N) | Active median A2",Updated successfully (business policy warning only),
336140433645.0,Curtis Johnson 1979 Topps #493 Miami Dolphins,1.7,2.99,1.7,1.7,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",,
336191306664.0,Rickey Henderson 1996 Leaf Preferred #88 San Diego Padres,1.9,2.99,1.75,1.75,14.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
236221801834.0,Jerry Rice 1996 Donruss Hit List SN #17 San Francisco 49ers,4.95,4.99,3.99,3.99,14.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",Updated successfully (business policy warning only),
236400707337.0,Brett Favre 1993 SkyBox Premium #122 Green Bay Packers,1.72,,,,0.0,No solds | No actives | No data,,
236221801820.0,Jerry Rice 1998 Leaf Rookies & Stars Game Plan SN #7 #/5000 San Francisco 49ers,4.5,4.5,4.5,4.5,7.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",,
335972743003.0,Brett Favre 1994 Upper Deck Pro Bowl #PB9 Green Bay Packers,4.49,4.5,4.0,4.0,19.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=5) | Active median A2",Updated successfully (business policy warning only),
336024684225.0,Lamar Jackson 2020 Panini Chronicles #7 Baltimore Ravens,1.5,2.72,1.6,1.6,16.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=2) | Active median A2",,
236284079357.0,David Taylor 1979 Topps #109 Baltimore Colts,1.9,2.99,1.9,1.9,15.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
236341384032.0,Ozzie Albies 2018 Topps Chrome Update An International Affair #IA-OA Braves,1.95,,1.99,1.99,1.0,"No solds | Browse (Merged) | Active(A2,k=1) | Active median A2",,
236221801835.0,Jerry Rice 1999 Donruss #109 San Francisco 49ers,1.95,1.95,1.75,1.75,18.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",Updated successfully (business policy warning only),
236400723685.0,Emmitt Smith 1996-97 Score Board All Sport PPF #126 Dallas Cowboys,1.71,1.75,1.75,1.75,12.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=4) | Active median A2",,
236067656971.0,Andrew Heaney 2014 Bowman Chrome Top 5 Mini Blue Refractors #BM-MM1 /250 Marlins,2.4,2.4,2.2,2.2,6.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=1) | Active median A2",,
236114321254.0,Brett Favre 1998 Playoff Momentum SSD Hobby Headliners #1 Green Bay Packers,18.99,,1.89,11.39,1.0,"No solds | Browse (Merged) | Active(A2,k=1) | Active median A2 | Drop capped 40% vs current",Updated successfully (business policy warning only),
236158633990.0,Lamar Jackson 2021 Panini Contenders #7 Baltimore Ravens,1.5,1.75,1.59,1.59,19.0,"Browse BIN | Browse (Merged) | Active(A2,k=5) | Sold(A2,n=3) | Active median A2",,
